full_text,case_folding,clean_review,normalization,token,stop_review,stem_review,prepos_text,polarity_score,polarity
"@hardysk82 Yg BPOM itu cmn bbrp produknya doang, jd pihak si skincare gak bawa semua produknya utk di tes ke lab. Nah yg ditemuin kandungan berbahaya itu adlh slh 1 produk yg gak dibawa olh pihak skincare ke bpom Utk kasus ini dr. Richard menang kok di pengadilan https://t.co/wwLovjmMtX","@hardysk82 yg bpom itu cmn bbrp produknya doang, jd pihak si skincare gak bawa semua produknya utk di tes ke lab. nah yg ditemuin kandungan berbahaya itu adlh slh 1 produk yg gak dibawa olh pihak skincare ke bpom utk kasus ini dr. richard menang kok di pengadilan https://t.co/wwlovjmmtx", yg bpom itu cmn bbrp produknya doang jd pihak si skincare gak bawa semua produknya utk di tes ke lab nah yg ditemuin kandungan berbahaya itu adlh slh produk yg gak dibawa olh pihak skincare ke bpom utk kasus ini dr richard menang kok di pengadilan ,yang bpom itu cuman beberapa produknya doang jadi pihak sih skincare enggak bawa semua produknya untuk di tes ke lab nah yang ditemuin kandungan berbahaya itu adalah salah produk yang enggak dibawa olh pihak skincare ke bpom untuk kasus ini dari richard menang kok di pengadilan,"['yang', 'bpom', 'itu', 'cuman', 'beberapa', 'produknya', 'doang', 'jadi', 'pihak', 'sih', 'skincare', 'enggak', 'bawa', 'semua', 'produknya', 'untuk', 'di', 'tes', 'ke', 'lab', 'nah', 'yang', 'ditemuin', 'kandungan', 'berbahaya', 'itu', 'adalah', 'salah', 'produk', 'yang', 'enggak', 'dibawa', 'olh', 'pihak', 'skincare', 'ke', 'bpom', 'untuk', 'kasus', 'ini', 'dari', 'richard', 'menang', 'kok', 'di', 'pengadilan']","['bpom', 'cuman', 'produknya', 'skincare', 'bawa', 'produknya', 'tes', 'lab', 'ditemuin', 'kandungan', 'berbahaya', 'salah', 'produk', 'dibawa', 'olh', 'skincare', 'bpom', 'richard', 'menang', 'pengadilan']",bpom cuman produk skincare bawa produk tes lab ditemuin kandung bahaya salah produk bawa olh skincare bpom richard menang adil,"['bpom', 'cuman', 'produk', 'skincare', 'bawa', 'produk', 'tes', 'lab', 'ditemuin', 'kandung', 'bahaya', 'salah', 'produk', 'bawa', 'olh', 'skincare', 'bpom', 'richard', 'menang', 'adil']",-4,-1
"@JunaTampu @SiBohay63593313 @BPOM_RI kasus lalu barangnya emang terdaftar di bpom ga sih? tapi ada satu jar yang di selipkan di tasnya (1 paket skincare siang malam gitu) nah itu jar kosongan ga ada ingredients, label bpom, atau etiket biru. yah idk lanjutnya gimana","@junatampu @sibohay63593313 @bpom_ri kasus lalu barangnya emang terdaftar di bpom ga sih? tapi ada satu jar yang di selipkan di tasnya (1 paket skincare siang malam gitu) nah itu jar kosongan ga ada ingredients, label bpom, atau etiket biru. yah idk lanjutnya gimana", kasus lalu barangnya emang terdaftar di bpom ga sih tapi ada satu jar yang di selipkan di tasnya paket skincare siang malam gitu nah itu jar kosongan ga ada ingredients label bpom atau etiket biru yah idk lanjutnya gimana,kasus lalu barangnya memang terdaftar di bpom enggak sih tapi ada satu jar yang di selipkan di tasnya paket skincare siang malam begitu nah itu jar kosongan enggak ada ingredients label bpom atau etiket biru ya idk lanjutnya bagaimana,"['kasus', 'lalu', 'barangnya', 'memang', 'terdaftar', 'di', 'bpom', 'enggak', 'sih', 'tapi', 'ada', 'satu', 'jar', 'yang', 'di', 'selipkan', 'di', 'tasnya', 'paket', 'skincare', 'siang', 'malam', 'begitu', 'nah', 'itu', 'jar', 'kosongan', 'enggak', 'ada', 'ingredients', 'label', 'bpom', 'atau', 'etiket', 'biru', 'ya', 'idk', 'lanjutnya', 'bagaimana']","['barangnya', 'terdaftar', 'bpom', 'jar', 'selipkan', 'tasnya', 'paket', 'skincare', 'siang', 'malam', 'jar', 'kosongan', 'ingredients', 'label', 'bpom', 'etiket', 'biru', 'idk']",barang daftar bpom jar selip tas paket skincare siang malam jar kosong ingredients label bpom etiket biru idk,"['barang', 'daftar', 'bpom', 'jar', 'selip', 'tas', 'paket', 'skincare', 'siang', 'malam', 'jar', 'kosong', 'ingredients', 'label', 'bpom', 'etiket', 'biru', 'idk']",-6,-1
"Gue tuh skrg jg sebenernya suudzon sama bpom Kaya... Emang pengecekan gitu2 cepet banget yaa, banyak banget produk2 skincare lokal baru yang udah bpom aja Bahkan kasus skm, ternyata doski ga ada susunya kan tapi lulus aja tuh bpom bertahun2 Kaya...bisa aja yang ngaku2 ada","gue tuh skrg jg sebenernya suudzon sama bpom kaya... emang pengecekan gitu2 cepet banget yaa, banyak banget produk2 skincare lokal baru yang udah bpom aja bahkan kasus skm, ternyata doski ga ada susunya kan tapi lulus aja tuh bpom bertahun2 kaya...bisa aja yang ngaku2 ada",gue tuh skrg jg sebenernya suudzon sama bpom kaya emang pengecekan gitu cepet banget yaa banyak banget produk skincare lokal baru yang udah bpom aja bahkan kasus skm ternyata doski ga ada susunya kan tapi lulus aja tuh bpom bertahun kaya bisa aja yang ngaku ada,gue tuh sekarang juga sebenarnya suudzon sama bpom kayak memang pengecekan begitu cepat banget ya banyak banget produk skincare lokal baru yang sudah bpom saja bahkan kasus skm ternyata doski enggak ada susunya kan tapi lulus saja tuh bpom bertahun kayak bisa saja yang mengaku ada,"['gue', 'tuh', 'sekarang', 'juga', 'sebenarnya', 'suudzon', 'sama', 'bpom', 'kayak', 'memang', 'pengecekan', 'begitu', 'cepat', 'banget', 'ya', 'banyak', 'banget', 'produk', 'skincare', 'lokal', 'baru', 'yang', 'sudah', 'bpom', 'saja', 'bahkan', 'kasus', 'skm', 'ternyata', 'doski', 'enggak', 'ada', 'susunya', 'kan', 'tapi', 'lulus', 'saja', 'tuh', 'bpom', 'bertahun', 'kayak', 'bisa', 'saja', 'yang', 'mengaku', 'ada']","['gue', 'suudzon', 'bpom', 'kayak', 'pengecekan', 'cepat', 'produk', 'skincare', 'lokal', 'bpom', 'skm', 'doski', 'susunya', 'lulus', 'bpom', 'bertahun', 'kayak', 'mengaku']",gue suudzon bpom kayak kece cepat produk skincare lokal bpom skm doski susu lulus bpom tahun kayak aku,"['gue', 'suudzon', 'bpom', 'kayak', 'kece', 'cepat', 'produk', 'skincare', 'lokal', 'bpom', 'skm', 'doski', 'susu', 'lulus', 'bpom', 'tahun', 'kayak', 'aku']",-3,-1
"@tanyainrl Bukan gitu.. Pertama, bedak bayi bukan skincare ditambah ga disarankan juga dipake di wajah karna bs menyumbat pori-pori. Kedua, itu liptint sasimi gaada bpom nya loh. Udah banyak kasus yang pake liptint begitu berujung bibirnya melepuh, bengkak, menghitam:(","@tanyainrl bukan gitu.. pertama, bedak bayi bukan skincare ditambah ga disarankan juga dipake di wajah karna bs menyumbat pori-pori. kedua, itu liptint sasimi gaada bpom nya loh. udah banyak kasus yang pake liptint begitu berujung bibirnya melepuh, bengkak, menghitam:(", bukan gitu pertama bedak bayi bukan skincare ditambah ga disarankan juga dipake di wajah karna bs menyumbat pori kedua itu liptint sasimi gaada bpom nya loh udah banyak kasus yang pake liptint begitu berujung bibirnya melepuh bengkak menghitam ,bukan begitu pertama bedak bayi bukan skincare ditambah enggak disarankan juga dipakai di wajah karena bisa menyumbat pori kedua itu liptint sasimi enggak ada bpom nya loh sudah banyak kasus yang pakai liptint begitu berujung bibirnya melepuh bengkak menghitam,"['bukan', 'begitu', 'pertama', 'bedak', 'bayi', 'bukan', 'skincare', 'ditambah', 'enggak', 'disarankan', 'juga', 'dipakai', 'di', 'wajah', 'karena', 'bisa', 'menyumbat', 'pori', 'kedua', 'itu', 'liptint', 'sasimi', 'enggak', 'ada', 'bpom', 'nya', 'loh', 'sudah', 'banyak', 'kasus', 'yang', 'pakai', 'liptint', 'begitu', 'berujung', 'bibirnya', 'melepuh', 'bengkak', 'menghitam']","['bedak', 'bayi', 'skincare', 'ditambah', 'disarankan', 'dipakai', 'wajah', 'menyumbat', 'pori', 'liptint', 'sasimi', 'bpom', 'pakai', 'liptint', 'berujung', 'bibirnya', 'melepuh', 'bengkak', 'menghitam']",bedak bayi skincare tambah saran pakai wajah sumbat pori liptint sasimi bpom pakai liptint ujung bibir lepuh bengkak hitam,"['bedak', 'bayi', 'skincare', 'tambah', 'saran', 'pakai', 'wajah', 'sumbat', 'pori', 'liptint', 'sasimi', 'bpom', 'pakai', 'liptint', 'ujung', 'bibir', 'lepuh', 'bengkak', 'hitam']",-15,-1
"@chikungunya_go @blogdokter Kl yg sy baca dari kasus tsb, produk skincare nya memang udah terdaftar di BPOM sih, kl di bisnis kosmetik itu namanya kl gak salah sistem maklon, yaitu membuat kosmetik dgn memesan kosmetik dari beberapa perusahaan kosmetik dgn label namanya sendiri","@chikungunya_go @blogdokter kl yg sy baca dari kasus tsb, produk skincare nya memang udah terdaftar di bpom sih, kl di bisnis kosmetik itu namanya kl gak salah sistem maklon, yaitu membuat kosmetik dgn memesan kosmetik dari beberapa perusahaan kosmetik dgn label namanya sendiri", kl yg sy baca dari kasus tsb produk skincare nya memang udah terdaftar di bpom sih kl di bisnis kosmetik itu namanya kl gak salah sistem maklon yaitu membuat kosmetik dgn memesan kosmetik dari beberapa perusahaan kosmetik dgn label namanya sendiri,kalo yang saya baca dari kasus tersebut produk skincare nya memang sudah terdaftar di bpom sih kalo di bisnis kosmetik itu namanya kalo enggak salah sistem maklon yaitu membuat kosmetik dengan memesan kosmetik dari beberapa perusahaan kosmetik dengan label namanya sendiri,"['kalo', 'yang', 'saya', 'baca', 'dari', 'kasus', 'tersebut', 'produk', 'skincare', 'nya', 'memang', 'sudah', 'terdaftar', 'di', 'bpom', 'sih', 'kalo', 'di', 'bisnis', 'kosmetik', 'itu', 'namanya', 'kalo', 'enggak', 'salah', 'sistem', 'maklon', 'yaitu', 'membuat', 'kosmetik', 'dengan', 'memesan', 'kosmetik', 'dari', 'beberapa', 'perusahaan', 'kosmetik', 'dengan', 'label', 'namanya', 'sendiri']","['baca', 'produk', 'skincare', 'terdaftar', 'bpom', 'bisnis', 'kosmetik', 'namanya', 'salah', 'sistem', 'maklon', 'kosmetik', 'memesan', 'kosmetik', 'perusahaan', 'kosmetik', 'label', 'namanya']",baca produk skincare daftar bpom bisnis kosmetik nama salah sistem maklon kosmetik mes kosmetik usaha kosmetik label nama,"['baca', 'produk', 'skincare', 'daftar', 'bpom', 'bisnis', 'kosmetik', 'nama', 'salah', 'sistem', 'maklon', 'kosmetik', 'mes', 'kosmetik', 'usaha', 'kosmetik', 'label', 'nama']",-5,-1
"Gile gue ngikutin banget ini kasus yak ternyata HUHEHEHE Dulu pernah jadi korban makeup dan skincare abal2 tanpa BPOM sih :"") ancur gan muka gue huhuhu Entah dioplos apa tuh sama sellernya 😭 https://t.co/tvvxbZoNsC","gile gue ngikutin banget ini kasus yak ternyata huhehehe dulu pernah jadi korban makeup dan skincare abal2 tanpa bpom sih :"") ancur gan muka gue huhuhu entah dioplos apa tuh sama sellernya 😭 https://t.co/tvvxbzonsc",gile gue ngikutin banget ini kasus yak ternyata huhehehe dulu pernah jadi korban makeup dan skincare abal tanpa bpom sih ancur gan muka gue huhuhu entah dioplos apa tuh sama sellernya ,gila gue mengikuti banget ini kasus ya ternyata huhehehe dulu pernah jadi korban makeup dan skincare abal tanpa bpom sih hancur gan muka gue huhuhu entah dioplos apa tuh sama sellernya,"['gila', 'gue', 'mengikuti', 'banget', 'ini', 'kasus', 'ya', 'ternyata', 'huhehehe', 'dulu', 'pernah', 'jadi', 'korban', 'makeup', 'dan', 'skincare', 'abal', 'tanpa', 'bpom', 'sih', 'hancur', 'gan', 'muka', 'gue', 'huhuhu', 'entah', 'dioplos', 'apa', 'tuh', 'sama', 'sellernya']","['gila', 'gue', 'mengikuti', 'huhehehe', 'korban', 'makeup', 'skincare', 'abal', 'bpom', 'hancur', 'gan', 'muka', 'gue', 'huhuhu', 'dioplos', 'sellernya']",gila gue ikut huhehehe korban makeup skincare abal bpom hancur gan muka gue huhuhu oplos sellernya,"['gila', 'gue', 'ikut', 'huhehehe', 'korban', 'makeup', 'skincare', 'abal', 'bpom', 'hancur', 'gan', 'muka', 'gue', 'huhuhu', 'oplos', 'sellernya']",-11,-1
"@adndakml @yahditikunglagi @tariprinsa @POM_Surakarta Itu ditarik ijin edarnya karena ada kasus atau emang dari pihak BPOM yang menemukan kejanggalan kak? Gpp kok kak hehe beneran cuma pingin tau aja, apa iya semua pihak yang benar benar mengeluarkan sertifikat itu beneran ""sertifikat"" hehe 😊✌️","@adndakml @yahditikunglagi @tariprinsa @pom_surakarta itu ditarik ijin edarnya karena ada kasus atau emang dari pihak bpom yang menemukan kejanggalan kak? gpp kok kak hehe beneran cuma pingin tau aja, apa iya semua pihak yang benar benar mengeluarkan sertifikat itu beneran ""sertifikat"" hehe 😊✌️", itu ditarik ijin edarnya karena ada kasus atau emang dari pihak bpom yang menemukan kejanggalan kak gpp kok kak hehe beneran cuma pingin tau aja apa iya semua pihak yang benar mengeluarkan sertifikat itu beneran sertifikat hehe ,itu ditarik ijin edarnya karena ada kasus atau memang dari pihak bpom yang menemukan kejanggalan kak enggak apa-apa kok kak hehe benaran cuma pengin tau saja apa iya semua pihak yang benar mengeluarkan sertifikat itu benaran sertifikat hehe,"['itu', 'ditarik', 'ijin', 'edarnya', 'karena', 'ada', 'kasus', 'atau', 'memang', 'dari', 'pihak', 'bpom', 'yang', 'menemukan', 'kejanggalan', 'kak', 'enggak', 'apa-apa', 'kok', 'kak', 'hehe', 'benaran', 'cuma', 'pengin', 'tau', 'saja', 'apa', 'iya', 'semua', 'pihak', 'yang', 'benar', 'mengeluarkan', 'sertifikat', 'itu', 'benaran', 'sertifikat', 'hehe']","['ditarik', 'ijin', 'edarnya', 'bpom', 'menemukan', 'kejanggalan', 'kak', 'apa-apa', 'kak', 'benaran', 'pengin', 'iya', 'mengeluarkan', 'sertifikat', 'benaran', 'sertifikat']",tarik ijin edar bpom temu janggal kak apa kak benar pengin iya keluar sertifikat benar sertifikat,"['tarik', 'ijin', 'edar', 'bpom', 'temu', 'janggal', 'kak', 'apa', 'kak', 'benar', 'pengin', 'iya', 'keluar', 'sertifikat', 'benar', 'sertifikat']",-8,-1
"@susupandan @AREAJULID emng BPOM bukan sekedar label, dan produknya sudah di pastikan aman. aman ya, ga semua cocok. contoh aja ya, produk skincare w*ard*h . bpom terdaftar aman belum tentu, ada bbrp kasus malah ""memperburuk""","@susupandan @areajulid emng bpom bukan sekedar label, dan produknya sudah di pastikan aman. aman ya, ga semua cocok. contoh aja ya, produk skincare w*ard*h . bpom terdaftar aman belum tentu, ada bbrp kasus malah ""memperburuk""", emng bpom bukan sekedar label dan produknya sudah di pastikan aman aman ya ga semua cocok contoh aja ya produk skincare w ard h bpom terdaftar aman belum tentu ada bbrp kasus malah memperburuk ,memang bpom bukan sekedar label dan produknya sudah di pastikan aman aman ya enggak semua cocok contoh saja ya produk skincare gue ard h bpom terdaftar aman belum tentu ada beberapa kasus malah memperburuk,"['memang', 'bpom', 'bukan', 'sekedar', 'label', 'dan', 'produknya', 'sudah', 'di', 'pastikan', 'aman', 'aman', 'ya', 'enggak', 'semua', 'cocok', 'contoh', 'saja', 'ya', 'produk', 'skincare', 'gue', 'ard', 'h', 'bpom', 'terdaftar', 'aman', 'belum', 'tentu', 'ada', 'beberapa', 'kasus', 'malah', 'memperburuk']","['bpom', 'sekedar', 'label', 'produknya', 'pastikan', 'aman', 'aman', 'cocok', 'contoh', 'produk', 'skincare', 'gue', 'ard', 'h', 'bpom', 'terdaftar', 'aman', 'memperburuk']",bpom dar label produk pasti aman aman cocok contoh produk skincare gue ard h bpom daftar aman buruk,"['bpom', 'dar', 'label', 'produk', 'pasti', 'aman', 'aman', 'cocok', 'contoh', 'produk', 'skincare', 'gue', 'ard', 'h', 'bpom', 'daftar', 'aman', 'buruk']",3,1
Citra BPOM juga rusak setelah kasus skincare h*lwa 🥺,citra bpom juga rusak setelah kasus skincare h*lwa 🥺,citra bpom juga rusak setelah kasus skincare h lwa ,citra bpom juga rusak setelah kasus skincare h lwa,"['citra', 'bpom', 'juga', 'rusak', 'setelah', 'kasus', 'skincare', 'h', 'lwa']","['citra', 'bpom', 'rusak', 'skincare', 'h', 'lwa']",citra bpom rusak skincare h lwa,"['citra', 'bpom', 'rusak', 'skincare', 'h', 'lwa']",1,1
"Kl udah bawa2 Tuhan, sampe doain mandul2 segala, inget2 aja situ loh jual barang palsu, behel palsu, kosmetik palsu, skincare palsu, ITU GAK DOSA HAH??? BELAJAR AGAMA YG BENER BARU BAWA2 TUHAN. Bener2 mengharap BPOM rekrut banyak2 orang trus selidikin kasus kek gini","kl udah bawa2 tuhan, sampe doain mandul2 segala, inget2 aja situ loh jual barang palsu, behel palsu, kosmetik palsu, skincare palsu, itu gak dosa hah??? belajar agama yg bener baru bawa2 tuhan. bener2 mengharap bpom rekrut banyak2 orang trus selidikin kasus kek gini",kl udah bawa tuhan sampe doain mandul segala inget aja situ loh jual barang palsu behel palsu kosmetik palsu skincare palsu itu gak dosa hah belajar agama yg bener baru bawa tuhan bener mengharap bpom rekrut banyak orang trus selidikin kasus kek gini,kalo sudah bawa tuhan sampai doain mandul segala ingat saja situ loh jual barang palsu behel palsu kosmetik palsu skincare palsu itu enggak dosa hah belajar agama yang benar baru bawa tuhan benar mengharap bpom rekrut banyak orang terus selidikin kasus kayak begini,"['kalo', 'sudah', 'bawa', 'tuhan', 'sampai', 'doain', 'mandul', 'segala', 'ingat', 'saja', 'situ', 'loh', 'jual', 'barang', 'palsu', 'behel', 'palsu', 'kosmetik', 'palsu', 'skincare', 'palsu', 'itu', 'enggak', 'dosa', 'hah', 'belajar', 'agama', 'yang', 'benar', 'baru', 'bawa', 'tuhan', 'benar', 'mengharap', 'bpom', 'rekrut', 'banyak', 'orang', 'terus', 'selidikin', 'kasus', 'kayak', 'begini']","['bawa', 'tuhan', 'doain', 'mandul', 'situ', 'jual', 'barang', 'palsu', 'behel', 'palsu', 'kosmetik', 'palsu', 'skincare', 'palsu', 'dosa', 'hah', 'belajar', 'agama', 'bawa', 'tuhan', 'mengharap', 'bpom', 'rekrut', 'orang', 'selidikin', 'kayak']",bawa tuhan doain mandul situ jual barang palsu behel palsu kosmetik palsu skincare palsu dosa hah ajar agama bawa tuhan harap bpom rekrut orang selidikin kayak,"['bawa', 'tuhan', 'doain', 'mandul', 'situ', 'jual', 'barang', 'palsu', 'behel', 'palsu', 'kosmetik', 'palsu', 'skincare', 'palsu', 'dosa', 'hah', 'ajar', 'agama', 'bawa', 'tuhan', 'harap', 'bpom', 'rekrut', 'orang', 'selidikin', 'kayak']",-7,-1
"@womanfeeds Tolong sih ya sendernya pake logikanya, kalo viva bahaya, gamungkin lah lolos uji bpom, mana ini udah 57 tahun beroperasi tuh. Lagian gak ada kasus tuh muka rusak gegara pake viva. Mentang-mentang murah disalty-in mulu, perasaan yg mahal juga sama aja, namanya juga skincare","@womanfeeds tolong sih ya sendernya pake logikanya, kalo viva bahaya, gamungkin lah lolos uji bpom, mana ini udah 57 tahun beroperasi tuh. lagian gak ada kasus tuh muka rusak gegara pake viva. mentang-mentang murah disalty-in mulu, perasaan yg mahal juga sama aja, namanya juga skincare", tolong sih ya sendernya pake logikanya kalo viva bahaya gamungkin lah lolos uji bpom mana ini udah tahun beroperasi tuh lagian gak ada kasus tuh muka rusak gegara pake viva mentang murah disalty in mulu perasaan yg mahal juga sama aja namanya juga skincare,tolong sih ya sendernya pakai logikanya kalo viva bahaya gamungkin lah lolos uji bpom mana ini sudah tahun beroperasi tuh lagian enggak ada kasus tuh muka rusak gegara pakai viva mentang murah disalty ini mulu perasaan yang mahal juga sama saja namanya juga skincare,"['tolong', 'sih', 'ya', 'sendernya', 'pakai', 'logikanya', 'kalo', 'viva', 'bahaya', 'gamungkin', 'lah', 'lolos', 'uji', 'bpom', 'mana', 'ini', 'sudah', 'tahun', 'beroperasi', 'tuh', 'lagian', 'enggak', 'ada', 'kasus', 'tuh', 'muka', 'rusak', 'gegara', 'pakai', 'viva', 'mentang', 'murah', 'disalty', 'ini', 'mulu', 'perasaan', 'yang', 'mahal', 'juga', 'sama', 'saja', 'namanya', 'juga', 'skincare']","['tolong', 'sendernya', 'pakai', 'logikanya', 'viva', 'bahaya', 'gamungkin', 'lolos', 'uji', 'bpom', 'beroperasi', 'muka', 'rusak', 'gegara', 'pakai', 'viva', 'mentang', 'murah', 'disalty', 'perasaan', 'mahal', 'namanya', 'skincare']",tolong sender pakai logika viva bahaya gamungkin lolos uji bpom operasi muka rusak gegara pakai viva mentang murah disalty asa mahal nama skincare,"['tolong', 'sender', 'pakai', 'logika', 'viva', 'bahaya', 'gamungkin', 'lolos', 'uji', 'bpom', 'operasi', 'muka', 'rusak', 'gegara', 'pakai', 'viva', 'mentang', 'murah', 'disalty', 'asa', 'mahal', 'nama', 'skincare']",-13,-1
"❌ WASPADA!! KOSMETIK BERBAHAYA TANPA IZIN BPOM!‼️ Hati-hati ya bun... Jangan gara-gara melihat iklan ada skincare yang bisa cepat memutihkan, langsung tertarik mau beli! Ada kasus,… https://t.co/BFHyMiMfTw","❌ waspada!! kosmetik berbahaya tanpa izin bpom!‼️ hati-hati ya bun... jangan gara-gara melihat iklan ada skincare yang bisa cepat memutihkan, langsung tertarik mau beli! ada kasus,… https://t.co/bfhymimftw", waspada kosmetik berbahaya tanpa izin bpom hati ya bun jangan gara melihat iklan ada skincare yang bisa cepat memutihkan langsung tertarik mau beli ada kasus ,waspada kosmetik berbahaya tanpa izin bpom hati ya bun jangan gara melihat iklan ada skincare yang bisa cepat memutihkan langsung tertarik mau beli ada kasus,"['waspada', 'kosmetik', 'berbahaya', 'tanpa', 'izin', 'bpom', 'hati', 'ya', 'bun', 'jangan', 'gara', 'melihat', 'iklan', 'ada', 'skincare', 'yang', 'bisa', 'cepat', 'memutihkan', 'langsung', 'tertarik', 'mau', 'beli', 'ada', 'kasus']","['waspada', 'kosmetik', 'berbahaya', 'izin', 'bpom', 'hati', 'bun', 'gara', 'iklan', 'skincare', 'cepat', 'memutihkan', 'langsung', 'tertarik', 'beli']",waspada kosmetik bahaya izin bpom hati bun gara iklan skincare cepat mutih langsung tarik beli,"['waspada', 'kosmetik', 'bahaya', 'izin', 'bpom', 'hati', 'bun', 'gara', 'iklan', 'skincare', 'cepat', 'mutih', 'langsung', 'tarik', 'beli']",-9,-1
"❌ WASPADA!! KOSMETIK BERBAHAYA TANPA IZIN BPOM!‼️ Hati-hati ya bun... Jangan gara-gara melihat iklan ada skincare yang bisa cepat memutihkan, langsung tertarik mau beli! Ada kasus,… https://t.co/xWp5U5eHmY","❌ waspada!! kosmetik berbahaya tanpa izin bpom!‼️ hati-hati ya bun... jangan gara-gara melihat iklan ada skincare yang bisa cepat memutihkan, langsung tertarik mau beli! ada kasus,… https://t.co/xwp5u5ehmy", waspada kosmetik berbahaya tanpa izin bpom hati ya bun jangan gara melihat iklan ada skincare yang bisa cepat memutihkan langsung tertarik mau beli ada kasus ,waspada kosmetik berbahaya tanpa izin bpom hati ya bun jangan gara melihat iklan ada skincare yang bisa cepat memutihkan langsung tertarik mau beli ada kasus,"['waspada', 'kosmetik', 'berbahaya', 'tanpa', 'izin', 'bpom', 'hati', 'ya', 'bun', 'jangan', 'gara', 'melihat', 'iklan', 'ada', 'skincare', 'yang', 'bisa', 'cepat', 'memutihkan', 'langsung', 'tertarik', 'mau', 'beli', 'ada', 'kasus']","['waspada', 'kosmetik', 'berbahaya', 'izin', 'bpom', 'hati', 'bun', 'gara', 'iklan', 'skincare', 'cepat', 'memutihkan', 'langsung', 'tertarik', 'beli']",waspada kosmetik bahaya izin bpom hati bun gara iklan skincare cepat mutih langsung tarik beli,"['waspada', 'kosmetik', 'bahaya', 'izin', 'bpom', 'hati', 'bun', 'gara', 'iklan', 'skincare', 'cepat', 'mutih', 'langsung', 'tarik', 'beli']",-9,-1
"❌ WASPADA!! KOSMETIK BERBAHAYA TANPA IZIN BPOM!‼️ Hati-hati ya Mak... Jangan gara-gara melihat iklan ada skincare yang bisa cepat memutihkan, langsung tertarik mau beli! Ada kasus, customer yang protes karena... https://t.co/Icq1D8PIzl","❌ waspada!! kosmetik berbahaya tanpa izin bpom!‼️ hati-hati ya mak... jangan gara-gara melihat iklan ada skincare yang bisa cepat memutihkan, langsung tertarik mau beli! ada kasus, customer yang protes karena... https://t.co/icq1d8pizl", waspada kosmetik berbahaya tanpa izin bpom hati ya mak jangan gara melihat iklan ada skincare yang bisa cepat memutihkan langsung tertarik mau beli ada kasus customer yang protes karena ,waspada kosmetik berbahaya tanpa izin bpom hati ya mak jangan gara melihat iklan ada skincare yang bisa cepat memutihkan langsung tertarik mau beli ada kasus customer yang protes karena,"['waspada', 'kosmetik', 'berbahaya', 'tanpa', 'izin', 'bpom', 'hati', 'ya', 'mak', 'jangan', 'gara', 'melihat', 'iklan', 'ada', 'skincare', 'yang', 'bisa', 'cepat', 'memutihkan', 'langsung', 'tertarik', 'mau', 'beli', 'ada', 'kasus', 'customer', 'yang', 'protes', 'karena']","['waspada', 'kosmetik', 'berbahaya', 'izin', 'bpom', 'hati', 'mak', 'gara', 'iklan', 'skincare', 'cepat', 'memutihkan', 'langsung', 'tertarik', 'beli', 'customer', 'protes']",waspada kosmetik bahaya izin bpom hati mak gara iklan skincare cepat mutih langsung tarik beli customer protes,"['waspada', 'kosmetik', 'bahaya', 'izin', 'bpom', 'hati', 'mak', 'gara', 'iklan', 'skincare', 'cepat', 'mutih', 'langsung', 'tarik', 'beli', 'customer', 'protes']",-12,-1
"❌ WASPADA!! KOSMETIK BERBAHAYA TANPA IZIN BPOM!‼️ Hati-hati ya bun... Jangan gara-gara melihat iklan ada skincare yang bisa cepat memutihkan, langsung tertarik mau beli! Ada kasus,… https://t.co/HsuUVKjiPn","❌ waspada!! kosmetik berbahaya tanpa izin bpom!‼️ hati-hati ya bun... jangan gara-gara melihat iklan ada skincare yang bisa cepat memutihkan, langsung tertarik mau beli! ada kasus,… https://t.co/hsuuvkjipn", waspada kosmetik berbahaya tanpa izin bpom hati ya bun jangan gara melihat iklan ada skincare yang bisa cepat memutihkan langsung tertarik mau beli ada kasus ,waspada kosmetik berbahaya tanpa izin bpom hati ya bun jangan gara melihat iklan ada skincare yang bisa cepat memutihkan langsung tertarik mau beli ada kasus,"['waspada', 'kosmetik', 'berbahaya', 'tanpa', 'izin', 'bpom', 'hati', 'ya', 'bun', 'jangan', 'gara', 'melihat', 'iklan', 'ada', 'skincare', 'yang', 'bisa', 'cepat', 'memutihkan', 'langsung', 'tertarik', 'mau', 'beli', 'ada', 'kasus']","['waspada', 'kosmetik', 'berbahaya', 'izin', 'bpom', 'hati', 'bun', 'gara', 'iklan', 'skincare', 'cepat', 'memutihkan', 'langsung', 'tertarik', 'beli']",waspada kosmetik bahaya izin bpom hati bun gara iklan skincare cepat mutih langsung tarik beli,"['waspada', 'kosmetik', 'bahaya', 'izin', 'bpom', 'hati', 'bun', 'gara', 'iklan', 'skincare', 'cepat', 'mutih', 'langsung', 'tarik', 'beli']",-9,-1
